index,Crime_Location_raw
1739,matuail
1740,matuail
1741,matuail
1742,matuail
1743,matuail
1744,matuail
1745,matuail
1746,matuail
1747,matuail
1748,matuail
1749,matuail
1750,matuail
1751,matuail
1752,matuail
1753,matuail
1754,matuail
1755,matuail
1756,matuail
1757,matuail
1758,matuail
1759,matuail
1760,matuail
1761,matuail
1762,matuail
1763,matuail
1764,matuail
1765,matuail
1766,matuail
1767,matuail
1768,matuail
1769,matuail
1770,matuail
1771,matuail
1772,matuail
1773,matuail
1774,matuail
1775,matuail
1776,matuail
1777,matuail
1778,matuail
1779,matuail
1780,matuail
1781,matuail
1782,matuail
1783,matuail
1784,matuail
1785,matuail
1786,matuail
1787,matuail
1788,matuail
1789,matuail
1790,matuail
1791,matuail
1792,matuail
1793,matuail
1794,matuail
1795,matuail
1796,matuail
1797,matuail
1798,matuail
1799,matuail
1800,matuail
1801,matuail
1802,matuail
1803,matuail
1804,matuail
1805,matuail
1806,matuail
1807,matuail
1808,matuail
1809,matuail
1810,matuail
1811,matuail
1812,matuail
1813,matuail
1814,matuail
1815,matuail
1816,matuail
1817,matuail
1818,matuail
1819,matuail
1820,matuail
1821,matuail
1822,matuail
1823,matuail
1824,matuail
1825,matuail
1826,matuail
1827,matuail
1828,matuail
1829,matuail
1830,matuail
1831,matuail
1832,matuail
1833,matuail
1834,matuail
1835,matuail
1836,matuail
1837,matuail
1838,matuail
1839,matuail
1840,matuail
1841,matuail
1842,matuail
1843,matuail
1844,matuail
1845,matuail
1846,matuail
1847,matuail
1848,matuail
1849,matuail
1850,matuail
1851,matuail
1852,matuail
1853,matuail
1854,matuail
1855,matuail
1856,matuail
1857,matuail
1858,matuail
1859,matuail
1860,matuail
1861,matuail
1862,matuail
1863,matuail
1864,matuail
1865,matuail
1866,matuail
1867,matuail
1868,matuail
1869,matuail
1870,matuail
1871,matuail
1872,matuail
1873,matuail
1874,matuail
1875,matuail
1876,matuail
1877,matuail
1878,matuail
1879,matuail
1880,matuail
1881,matuail
1882,matuail
1883,matuail
1884,matuail
1885,matuail
1886,matuail
1887,matuail
1888,matuail
1889,matuail
1890,matuail
1891,matuail
1892,matuail
1893,matuail
1894,matuail
1895,matuail
1896,matuail
1897,matuail
1898,matuail
1899,matuail
1900,matuail
1901,matuail
1902,matuail
1903,matuail
1904,matuail
1905,matuail
1906,matuail
1907,matuail
1908,matuail
1909,matuail
1910,matuail
1911,matuail
1912,matuail
1913,matuail
1914,matuail
1915,matuail
1916,matuail
1917,matuail
1918,matuail
1919,matuail
1920,matuail
1921,matuail
1922,matuail
1923,matuail
1924,matuail
1925,matuail
1926,matuail
1927,matuail
1928,matuail
1929,matuail
1930,matuail
1931,matuail
1932,matuail
1933,matuail
1934,matuail
1935,matuail
1936,matuail
1937,matuail
1938,matuail
1939,matuail
1940,matuail
1941,matuail
1942,matuail
1943,matuail
1944,matuail
1945,matuail
1946,matuail
1947,matuail
1948,matuail
1949,matuail
1950,matuail
1951,matuail
1952,matuail
1953,matuail
1954,matuail
1955,matuail
1956,matuail
1957,matuail
1958,matuail
1959,matuail
1960,matuail
1961,matuail
1962,matuail
1963,matuail
1964,matuail
1965,matuail
1966,matuail
1967,matuail
1968,matuail
1969,matuail
1970,matuail
1971,matuail
1972,matuail
1973,matuail
1974,matuail
1975,matuail
1976,matuail
1977,matuail
1978,matuail
1979,matuail
1980,matuail
1981,matuail
1982,matuail
1983,matuail
1984,matuail
1985,matuail
1986,matuail
1987,matuail
1988,matuail
1989,matuail
1990,matuail
1991,matuail
1992,matuail
1993,matuail
1994,matuail
1995,matuail
1996,matuail
1997,matuail
1998,matuail
1999,matuail
2000,matuail
2001,matuail
2002,matuail
2003,matuail
2004,matuail
2005,matuail
2006,matuail
2007,matuail
2008,matuail
2009,matuail
2010,matuail
2011,matuail
2012,matuail
2013,matuail
2014,matuail
2015,matuail
2016,matuail
2017,matuail
2018,matuail
2019,matuail
2020,matuail
2021,matuail
2022,matuail
2023,matuail
2024,matuail
2025,matuail
2026,matuail
2027,matuail
2028,matuail
2029,matuail
2030,matuail
2031,matuail
2032,matuail
2033,matuail
2034,matuail
2035,matuail
2036,matuail
2037,matuail
2038,matuail
2039,matuail
2040,matuail
2041,matuail
2042,matuail
2043,matuail
2044,matuail
2045,matuail
2046,matuail
2047,matuail
2048,matuail
2049,matuail
2050,matuail
2051,matuail
2052,matuail
2053,matuail
2054,matuail
2055,matuail
2056,matuail
2057,matuail
2058,matuail
2059,matuail
2060,matuail
2061,matuail
2062,matuail
2063,matuail
2064,matuail
2065,matuail
2066,matuail
2067,matuail
2068,matuail
2069,matuail
2070,matuail
2071,matuail
2072,matuail
2073,matuail
2074,matuail
2075,matuail
2076,matuail
2077,matuail
2078,matuail
2079,matuail
2080,matuail
